dati,DT_sg,demonstrative pronoun,aanwijzend voornaamwoord,указательное местоимение,that,dat,Luku a boi dape. Na a boi dati kon fufuru ini mi oso.,Look at the boy there. That is the boy who came and stole from my house.,Kijk die jongen daar. Die jongen is in mijn huis komen stelen.
disi,DT_sg,demonstrative pronoun,aanwijzend voornaamwoord,указательное местоимение,this,dit,A susu disi takru.,These shoes are ugly.,Deze schoenen zijn lelijk.
den disi,DT_pl,demonstrative pronoun,aanwijzend voornaamwoord,указательное местоимение,these,deze,,,
den dati,DT_pl,demonstrative pronoun,aanwijzend voornaamwoord ,указательное местоимение,those,die,,,
